company,code,indicatorlistS,timeS,useS,timeuseS,keepS,remarkS
1000,100413,คลายกล้ามเนื้อ,เช้า-กลางวัน-เย็น,รับประทานครั้งละ 1 เม็ด,หลังอาหาร,,
1000,100414,คลายกล้ามเนื้อ,เช้า-กลางวัน-เย็น,รับประทานครั้งละ 1 เม็ด,หลังอาหาร,,
1000,100415,ลดบวม ฟกช้ำ,เช้า-กลางวัน-เย็น,รับประทานครั้งละ 1 เม็ด,หลังอาหาร,,
1000,100416,ลดบวม ฟกช้ำ,เช้า-กลางวัน-เย็น,ทาวันละ 3 ครั้ง,,,
1000,100417,ลดบวม ลดอักเสบ,เช้า-กลางวัน-เย็น,รับประทานครั้งละ 1 เม็ด,หลังอาหาร,,
1000,100418,ลดบวม ลดอักเสบ,เช้า-กลางวัน-เย็น,รับประทานครั้งละ 1 เม็ด,หลังอาหาร,,
1000,100419,แก้ปวด คลายกล้ามเนื้อ,เช้า-กลางวัน-เย็น,รับประทานครั้งละ 1 เม็ด,หลังอาหาร,,ยานี้ทำให้ง่วงนอน
1000,100420,แก้ปวด คลายกล้ามเนื้อ,เช้า-กลางวัน-เย็น,รับประทานครั้งละ 1 เม็ด,หลังอาหาร,,ยานี้ทำให้ง่วงนอน
1000,100421,แก้ปวด คลายกล้ามเนื้อ,เช้า-กลางวัน-เย็น,รับประทานครั้งละ 1 เม็ด,หลังอาหาร,,ยานี้ทำให้ง่วงนอน
1000,100422,แก้ปวด คลายกล้ามเนื้อ,เช้า-กลางวัน-เย็น,รับประทานครั้งละ 1 เม็ด,หลังอาหาร,,ยานี้ทำให้ง่วงนอน
1000,100423,รักษากรดไหลย้อน,ทุกครั้งที่มีอาการ,รับประทานครั้งละ 1-2 ซอง,,,
1000,100424,รักษากรดไหลย้อน,ทุกครั้งที่มีอาการ,รับประทานครั้งละ 1-2 ซอง,,,
1000,100425,ลดกรดในกระเพาะอาหาร,ทุกครั้งที่มีอาการ,รับประทานครั้งละ 1-2 ซอง,,,
1000,100426,ลดกรดในกระเพาะอาหาร,ทุกครั้งที่มีอาการ,รับประทานครั้งละ 1-2 ซอง,,,
1000,100427,แก้จุกเสียด แน่นท้อง ขับลม ,เช้า-กลางวัน-เย็น,รับประทานครั้งละ 2 เม็ด,หลังอาหาร,เก็บในอุณหภูมิห้อง,ใช้ติดต่อกัน 4-6 สัปดาห์
1000,100428,ช่วยย่อยอาหาร,เช้า-กลางวัน-เย็น,รับประทานครั้งละ 2-4 เม็ด,หลังอาหาร,เก็บในอุณหภูมิห้อง,
1000,100429,ลดกรดในกระเพาะอาหาร,เช้า-เย็น,รับประทานครั้งละ 2 ช้อนโต๊ะ,ก่อนอาหาร,เก็บในอุณหภูมิห้อง,เขย่าขวดก่อนรับประทาน
1000,100430,แก้จุกเสียด แน่นท้อง ขับลม ,เช้า-กลางวัน-เย็น-ก่อนนอน,รับประทานครั้งละ 1 ช้อนโต๊ะ,หลังอาหาร,เก็บในอุณหภูมิห้อง,เขย่าขวดก่อนรับประทาน
1000,100431,ลดกรด ขับลม ,เช้า-กลางวัน-เย็น-ก่อนนอน,รับประทานครั้งละ 1 ช้อนโต๊ะ,หลังอาหาร,เก็บในอุณหภูมิห้อง,เขย่าขวดก่อนรับประทาน
1000,100432,ลดกรด ขับลม ,เช้า-กลางวัน-เย็น-ก่อนนอน,รับประทานครั้งละ 1 ช้อนโต๊ะ,หลังอาหาร,เก็บในอุณหภูมิห้อง,เขย่าขวดก่อนรับประทาน
1000,100433,ลดกรด ขับลม ,เช้า-กลางวัน-เย็น-ก่อนนอน,รับประทานครั้งละ 2 ช้อนโต๊ะ,หลังอาหาร,เก็บในอุณหภูมิห้อง,เขย่าขวดก่อนรับประทาน
1000,100434,รักษากรดไหลย้อน,เช้า-กลางวัน-เย็น-ก่อนนอน,รับประทานครั้งละ 1 ช้อนโต๊ะ,หลังอาหาร,เก็บในอุณหภูมิห้อง,เขย่าขวดก่อนรับประทาน
1000,100435,ลดกรด ขับลม ,เช้า-กลางวัน-เย็น-ก่อนนอน,รับประทานครั้งละ 2 ช้อนโต๊ะ,ก่อนอาหาร,เก็บในอุณหภูมิห้อง,เขย่าขวดก่อนรับประทาน
1000,100436,แก้จุกเสียด แน่นท้อง ขับลม ,ทุกครั้งที่มีอาการ,รับประทานครั้งละ 1 ช้อนโต๊ะ,,เก็บในอุณหภูมิห้อง,เขย่าขวดก่อนรับประทาน
1000,100437,รักษากรดไหลย้อน,เช้า-กลางวัน-เย็น-ก่อนนอน,รับประทานครั้งละ 1 ช้อนโต๊ะ,หลังอาหาร,เก็บในอุณหภูมิห้อง,เขย่าขวดก่อนรับประทาน
1000,100438,ลดกรดในกระเพาะอาหาร,เช้า-กลางวัน-เย็น-ก่อนนอน,รับประทานครั้งละ 1 ช้อนโต๊ะ,หลังอาหาร,เก็บในอุณหภูมิห้อง,เขย่าขวดก่อนรับประทาน
1000,100439,รักษากรดไหลย้อน,เช้า-กลางวัน-เย็น-ก่อนนอน,รับประทานครั้งละ 1 ช้อนโต๊ะ,หลังอาหาร,เก็บในอุณหภูมิห้อง,เขย่าขวดก่อนรับประทาน
1000,100440,แก้จุกเสียด แน่นท้อง ขับลม ,เช้า-กลางวัน-เย็น,รับประทานครั้งละ 1 ช้อนโต๊ะ,หลังอาหาร,เก็บในอุณหภูมิห้อง,เขย่าขวดก่อนรับประทาน
1000,100441,แก้จุกเสียด แน่นท้อง ขับลม ,เช้า-กลางวัน-เย็น,รับประทานครั้งละ 1 ช้อนโต๊ะ,หลังอาหาร,เก็บในอุณหภูมิห้อง,
1000,100442,แก้จุกเสียด แน่นท้อง ขับลม ,เช้า-กลางวัน-เย็น,รับประทานครั้งละ 1 ช้อนโต๊ะ,หลังอาหาร,เก็บในอุณหภูมิห้อง,เขย่าขวดก่อนรับประทาน
1000,100443,แก้ท้องอืดท้องเฟ้อ,เช้า-กลางวัน-เย็น,รับประทานครั้งละ 1 ช้อนโต๊ะ,หลังอาหาร,เก็บในอุณหภูมิห้อง,เขย่าขวดก่อนรับประทาน
1000,100444,ช่วยย่อยอาหาร,เช้า-กลางวัน-เย็น,รับประทานครั้งละ 2 เม็ด,หลังอาหาร,เก็บในอุณหภูมิห้อง,
1000,100445,ช่วยย่อยอาหาร,เช้า-กลางวัน-เย็น,รับประทานครั้งละ 1 เม็ด,หลังอาหาร,เก็บในอุณหภูมิห้อง,
1000,100446,ช่วยย่อยอาหาร,เช้า-กลางวัน-เย็น,รับประทานครั้งละ 1 เม็ด,หลังอาหาร,,
1000,100447,แก้จุกเสียด แน่นท้อง ขับลม ,เช้า-กลางวัน-เย็น,รับประทานครั้งละ 1 เม็ด,หลังอาหาร,,
1000,100448,แก้จุกเสียด แน่นท้อง ขับลม ,เช้า-กลางวัน-เย็น,รับประทานครั้งละ 1 เม็ด,หลังอาหาร,,
1000,100449,แก้จุกเสียด แน่นท้อง ขับลม ,เช้า-กลางวัน-เย็น,รับประทานครั้งละ 1 เม็ด,หลังอาหาร,,
1000,100450,ลดแสบ ปวด จุกเสียดท้อง,เช้า-กลางวัน-เย็น,รับประทานครั้งละ 2 เม็ด,หลังอาหาร,,
1000,100451,แก้จุกเสียด แน่นท้อง ขับลม ,เช้า-กลางวัน-เย็น,รับประทานครั้งละ 1-2 เม็ด,หลังอาหาร,,
1000,100452,รักษาท้องเสีย ปวดท้อง จุกเสียด,เช้า-กลางวัน-เย็น,รับประทานครั้งละ 1-2 เม็ด,หลังอาหาร,เก็บในอุณหภูมิห้อง,
1000,100453,ลดอาการแสบท้องและหลอดอาหาร,เช้า-กลางวัน-เย็น,รับประทานครั้งละ 2 เม็ด,หลังอาหาร,,
1000,100454,แก้ท้องอืดท้องเฟ้อ,เช้า-กลางวัน-เย็น,รับประทานครั้งละ 1 เม็ด,หลังอาหาร,,เคี้ยวให้ละเอียดก่อนกลืน
1000,100455,แก้ท้องอืดท้องเฟ้อ,เช้า-กลางวัน-เย็น,รับประทานครั้งละ 1 เม็ด,หลังอาหาร,,เคี้ยวให้ละเอียดก่อนกลืน
1000,100456,แก้ท้องอืดท้องเฟ้อ,เช้า-กลางวัน-เย็น-ก่อนนอน,รับประทานครั้งละ 1 เม็ด,หลังอาหาร,,เคี้ยวให้ละเอียดก่อนกลืน
1000,100457,แก้ท้องอืดท้องเฟ้อ,เช้า-กลางวัน-เย็น-ก่อนนอน,รับประทานครั้งละ 1 เม็ด,หลังอาหาร,,เคี้ยวให้ละเอียดก่อนกลืน
1000,100458,แก้ท้องอืดท้องเฟ้อ,เช้า-กลางวัน-เย็น-ก่อนนอน,รับประทานครั้งละ 1 เม็ด,หลังอาหาร,,เคี้ยวให้ละเอียดก่อนกลืน
1000,100459,แก้ท้องอืดท้องเฟ้อ,ทุกครั้งที่มีอาการ,รับประทานครั้งละ 1 เม็ด,,,เคี้ยวให้ละเอียดก่อนกลืน
1000,100460,ลดกรด ขับลม ,เช้า-กลางวัน-เย็น-ก่อนนอน,รับประทานครั้งละ 1 เม็ด,หลังอาหาร,,เคี้ยวให้ละเอียดก่อนกลืน
1000,100461,แก้ท้องอืดท้องเฟ้อ,ทุกครั้งที่มีอาการ,รับประทานครั้งละ 1 ซอง,,,ผสมน้ำ 1 แก้ว รอจนฟองหมดแล้วดื่ม
1000,100462,แก้ท้องอืดท้องเฟ้อ,ทุกครั้งที่มีอาการ,รับประทานครั้งละ 1 ซอง,,,ผสมน้ำ 1 แก้ว รอจนฟองหมดแล้วดื่ม
1000,100463,รักษาโรคกระเพาะ,,รับประทานครั้งละ 1 เม็ด,,,ก่อนอาหารเช้า ใช้ติดต่อกัน 4-6 สัปดาห์
1000,100464,รักษาโรคกระเพาะ,,รับประทานครั้งละ 1 เม็ด,,,ก่อนอาหารเช้า ใช้ติดต่อกัน 4-6 สัปดาห์
1000,100465,รักษาโรคกระเพาะ,,รับประทานครั้งละ 1 เม็ด,,,ก่อนอาหารเช้า ใช้ติดต่อกัน 4-6 สัปดาห์
1000,100466,รักษาโรคกระเพาะ,เช้า,รับประทานครั้งละ 1 เม็ด,ก่อนอาหาร,,ก่อนอาหาร 30 นาที
1000,100467,รักษาโรคกระเพาะ,วันละ 1 ครั้ง ช่วงเวลาเดียวกัน,รับประทานครั้งละ 1 เม็ด,ก่อนอาหาร,เก็บในอุณหภูมิห้อง,
1000,100468,รักษาแผลในกระเพาะอาหาร,เช้า-เย็น,รับประทานครั้งละ 1 เม็ด,หลังอาหาร,,
1000,100469,รักษาแผลในกระเพาะอาหาร,เช้า-เย็น,รับประทานครั้งละ 1 เม็ด,หลังอาหาร,,
1000,100470,รักษาแผลในกระเพาะอาหาร,เช้า-เย็น,รับประทานครั้งละ 1 เม็ด,หลังอาหาร,,ใช้ติดต่อกัน 4-6 สัปดาห์
1000,100471,รักษาแผลในกระเพาะอาหาร,เช้า-เย็น,รับประทานครั้งละ 1 เม็ด,หลังอาหาร,,
1000,100472,รักษาแผลในกระเพาะอาหาร,เช้า-กลางวัน-เย็น,รับประทานครั้งละ 1 เม็ด,หลังอาหาร,,
1000,100473,แก้ท้องอืดท้องเฟ้อ,ทุกครั้งที่มีอาการ,รับประทานครั้งละ 2-4 เม็ด,,,อมให้ละลายช้าๆในปาก
1000,100474,ดูดซับสารพิษ รักษาท้องเสีย,เช้า-กลางวัน-เย็น,รับประทานครั้งละ 1 ซอง,หลังอาหาร,เก็บในอุณหภูมิห้อง,
1000,100475,ดูดซับสารพิษ รักษาท้องเสีย,เช้า-กลางวัน-เย็น,รับประทานครั้งละ 1 ซอง,หลังอาหาร,เก็บในอุณหภูมิห้อง,ละลายน้ำก่อน
1000,100476,ทดแทนการสูญเสียน้ำ,,รับประทานครั้งละ 1 ซอง,,,ผสมน้ำ 150 ซีซี  จิบระหว่างวัน
1000,100477,ทดแทนการสูญเสียน้ำ,,รับประทานครั้งละ 1 ซอง,,,ผสมน้ำ 150 ซีซี  จิบระหว่างวัน
1000,100478,ทดแทนการสูญเสียน้ำ,,รับประทานครั้งละ 1 ซอง,,,ผสมน้ำ 150 ซีซี  จิบระหว่างวัน
1000,100479,ทดแทนการสูญเสียน้ำ,,รับประทานครั้งละ 1 ซอง,,,ผสมน้ำ 150 ซีซี  จิบระหว่างวัน
1000,100480,ดูดซับสารพิษ,เช้า-กลางวัน-เย็น-ก่อนนอน,รับประทานครั้งละ 3 เม็ด,หลังอาหาร,เก็บในอุณหภูมิห้อง,อุจจาระอาจจะมีสีดำจากยา
1000,100481,ดูดซับสารพิษ,เช้า-กลางวัน-เย็น,รับประทานครั้งละ 2-4 เม็ด,หลังอาหาร,เก็บในอุณหภูมิห้อง,อุจจาระอาจจะมีสีดำจากยา
1000,100482,ยาหยุดถ่าย,,รับประทานครั้งละ 2 เม็ด,,,ทานครั้งถัดไปครั้งละ1เม็ด (ไม่เกิน6เม็ด/วัน)
1000,100483,ยาหยุดถ่าย,,รับประทานครั้งละ 2 เม็ด,,,ทานครั้งถัดไปครั้งละ1เม็ด (ไม่เกิน6เม็ด/วัน)
1000,100484,ยาหยุดถ่าย,,รับประทานครั้งละ 2 เม็ด,,,ทานครั้งถัดไปครั้งละ1เม็ด (ไม่เกิน6เม็ด/วัน)
1000,100485,แก้คลื่นไส้ อาเจียน,เช้า-กลางวัน-เย็น,รับประทานครั้งละ 1 เม็ด,ก่อนอาหาร,,
1000,100486,แก้คลื่นไส้ อาเจียน,เช้า-กลางวัน-เย็น,รับประทานครั้งละ 1 เม็ด,ก่อนอาหาร,,
1000,100487,แก้คลื่นไส้ อาเจียน,เช้า-กลางวัน-เย็น,รับประทานครั้งละ 1 เม็ด,ก่อนอาหาร,,
1000,100488,บรรเทาอาการปวดเกร็งท้อง,เช้า-กลางวัน-เย็น,รับประทานครั้งละ 1 เม็ด,หลังอาหาร,,
1000,100489,บรรเทาอาการปวดเกร็งท้อง,เช้า-กลางวัน-เย็น,รับประทานครั้งละ 1 เม็ด,หลังอาหาร,,
1000,100490,แก้ปวดกระเพาะปัสสาวะ,เช้า-กลางวัน-เย็น,รับประทานครั้งละ 1 เม็ด,หลังอาหาร,,
1000,100491,แก้ปวดกระเพาะปัสสาวะ,เช้า-กลางวัน-เย็น,รับประทานครั้งละ 1 เม็ด,หลังอาหาร,,
1000,100492,เพิ่มจุลินทรีย์ในลำไส้,เช้า-เย็น,รับประทานครั้งละ 1 ซอง,,,ผสมน้ำหรือน้ำผลไม้ 1 แก้ว/ซอง
1000,100493,เพิ่มจุลินทรีย์ในลำไส้,เช้า-เย็น,รับประทานครั้งละ 1 เม็ด,,,
1000,100494,เพิ่มจุลินทรีย์ในลำไส้ และทางเดินปัสสาวะ,เช้า-เย็น,รับประทานครั้งละ 1 ซอง,หลังอาหาร,,บรรเทาชั่วคราว 14 วัน ลดการเกิดซ้ำใช้ต่อเนื่อง 6 เดือน
1000,100495,ลดภาวะเลือดออกจากริดสีดวงทวาร,เช้า-กลางวัน-เย็น,รับประทานครั้งละ 1-2 เม็ด,,,
1000,100496,รักษาริดสีดวงทวาร,เช้า-กลางวัน-เย็น,รับประทานครั้งละ 2 เม็ด,หลังอาหาร,,วันที่1-4 จากนั้นวันที่5-7ครั้งละ2เม็ด2ครั้ง เช้า-เย็น
1000,100497,รักษาริดสีดวงทวาร,เช้า-เย็น,รับประทานครั้งละ 1 เม็ด,หลังอาหาร,,
1000,100498,รักษาริดสีดวงทวาร,เช้า-กลางวัน-เย็น,รับประทานครั้งละ 2 เม็ด,หลังอาหาร,,วันที่1-4 จากนั้นวันที่5-7ครั้งละ2เม็ด2ครั้ง เช้า-เย็น
1000,100499,รักษาริดสีดวงทวาร,เช้า-เย็น,ทาวันละ 2 ครั้ง,,,
1000,100500,รักษาริดสีดวงทวาร,เช้า-เย็น,ทาวันละ 2 ครั้ง,,,
1000,100501,ลดบวม ลดอักเสบ,เช้า-เย็น,ทาวันละ 2 ครั้ง,,,
1000,100502,เพิ่มกากใย ช่วยให้ระบาย,ทุกครั้งที่มีอาการ,รับประทานครั้งละ 2 ช้อนโต๊ะ,,,ผสมน้ำ 150 มล. ห้ามรับประทานก่อนนอน
1000,100503,เพิ่มกากใย ช่วยให้ระบาย,ทุกครั้งที่มีอาการ,รับประทานครั้งละ 2 ช้อนโต๊ะ,,,ผสมน้ำ 150 มล. ห้ามรับประทานก่อนนอน
1000,100504,เพิ่มกากใย ช่วยให้ระบาย,ทุกครั้งที่มีอาการ,รับประทานครั้งละ 1 ซอง,,,ผสมน้ำ 150 มล. ห้ามรับประทานก่อนนอน
1000,100505,เพิ่มกากใย ช่วยให้ระบาย,ทุกครั้งที่มีอาการ,รับประทานครั้งละ 1 ซอง,,,ผสมน้ำ 150 มล. ห้ามรับประทานก่อนนอน
1000,100506,แก้ท้องผูก,,ทาวันละ 1 ครั้ง,,เก็บในตู้เย็น,เหน็บครั้งละ 1 แท่ง ทิ้งไว้ 15 นาที 
1000,100507,แก้ท้องผูก,,ทาวันละ 1 ครั้ง,,เก็บในตู้เย็น,เหน็บครั้งละ 1 แท่ง ทิ้งไว้ 15 นาที 
1000,100508,ท้องเสีย จุกเสียด,เช้า-กลางวัน-เย็น-ก่อนนอน,รับประทานครั้งละ 1 เม็ด,ก่อนอาหาร,,
1000,100509,ท้องเสีย จุกเสียด,เช้า-กลางวัน-เย็น-ก่อนนอน,รับประทานครั้งละ 2 ช้อนโต๊ะ,ก่อนอาหาร,,
1000,100510,แก้ท้องผูก,,รับประทานครั้งละ ..... ml,,,ก่อนนอน
1000,100511,แก้ท้องผูก,,รับประทานครั้งละ ..... ml,,,ก่อนนอน
1000,100512,ท้องเสีย จุกเสียด,เช้า-กลางวัน-เย็น-ก่อนนอน,รับประทานครั้งละ 2 ช้อนโต๊ะ,ก่อนอาหาร,,
1000,100513,แก้ท้องผูก,,รับประทานครั้งละ 1 เม็ด,,,วันละ 1 ครั้ง ก่อนนอน
1000,100514,แก้ท้องผูก,,รับประทานครั้งละ 2 เม็ด,,,วันละ 1 ครั้ง ก่อนนอน
1000,100515,ยาถ่ายพยาธิ,วันละ 1 ครั้ง ช่วงเวลาเดียวกัน,รับประทานครั้งละ 2 เม็ด,หลังอาหาร,,กินติดต่อกัน3วัน สำหรับพยาธิตัวกลมและตัวตืด
1000,100516,ยาถ่ายพยาธิ,,รับประทานครั้งละ 2 เม็ด,พร้อมอาหาร,,กินครั้งเดียว สำหรับพยาธิตัวกลม
1000,100517,ยาถ่ายพยาธิ,วันละ 1 ครั้ง ช่วงเวลาเดียวกัน,รับประทานครั้งละ 1 เม็ด,,,
1000,100518,ยาถ่ายพยาธิ,เช้า-เย็น,รับประทานครั้งละ 1 ช้อนชา,ก่อนอาหาร,,ติดต่อ 3 วัน
1000,100519,ยาถ่ายพยาธิ,,รับประทานครั้งละ 1 เม็ด,,,วันละ 1 ครั้ง เคี้ยวให้ละเอียดก่อนกลืน
1000,100520,ยาถ่ายพยาธิ,,รับประทานครั้งละ 4 เม็ด,,,วันละ 1 ครั้ง เคี้ยวให้ละเอียดก่อนกลืน
1000,100521,รักษาอาการอักเสบของทางเดินหายใจ,,พ่นช่องปากครั้งละ 1-2 ครั้ง,,เก็บในอุณหภูมิห้อง,ห้ามปรับขนาดยาเอง โดยไม่มีคำสั่งแพทย์
1000,100522,ขยายหลอดลม,,พ่นช่องปากครั้งละ 2 ครั้ง,,เก็บในอุณหภูมิห้อง,
1000,100523,บรรเทาอาการหอบหืด,ทุกครั้งที่มีอาการ,พ่นช่องปากครั้งละ 1-2 ครั้ง,,,
1000,100524,บรรเทาอาการหอบหืด,ทุกครั้งที่มีอาการ,พ่นช่องปากครั้งละ 1-2 ครั้ง,,,
1000,100526,ระงับความอยากบุหรี่,,พ่นช่องปากครั้งละ 1-2 ครั้ง,,,
1000,100527,บรรเทาอาการคัดจมูก,เช้า-เย็น,พ่นเข้าจมูกข้างละ 2-3 ครั้ง,,,ห้ามใช้เกิน 2 ครั้ง ภายใน 24 ชั่วโมง
1000,100528,แก้ท้องผูก,เช้า-เย็น,รับประทานครั้งละ 2-3 เม็ด,,,
1000,100529,บรรเทาอาการคัดจมูก,,พ่นเข้าจมูกข้างละ 1 ครั้ง,,,ไม่เกิน 3 ครั้งต่อวัน
1000,100530,บรรเทาอาการคัดจมูก,เช้า-กลางวัน-เย็น,พ่นเข้าจมูกข้างละ 1-2 ครั้ง,,เก็บในอุณหภูมิห้อง,ไม่ควรใช้ติดต่อกันเกิน5วัน
1000,100531,บรรเทาอาการคัดจมูก,เช้า-กลางวัน-เย็น,หยอดครั้งละ 1-2 หยด,,,
1000,100532,บรรเทาอาการคัดจมูก,เช้า-กลางวัน-เย็น,หยอดครั้งละ 1-2 หยด,,เก็บในอุณหภูมิห้อง,ไม่ควรใช้ติดต่อกันเกิน5วัน
1000,100533,บรรเทาอาการหวัด คัดจมูก,เช้า-กลางวัน-เย็น,พ่นเข้าจมูกข้างละ 1-2 ครั้ง,,,
1000,100534,บรรเทาอาการคัดจมูก,ทุก 6 ชั่วโมง,พ่นเข้าจมูกข้างละ 1-2 ครั้ง,,เก็บในอุณหภูมิห้อง,ไม่ควรใช้ติดต่อกันเกิน5วัน
1000,100535,เพิ่มความชุ่มชื้นในโพรงจมูก ,ทุกครั้งที่มีอาการ,พ่นเข้าจมูกข้างละ 1-2 ครั้ง,,เก็บในอุณหภูมิห้อง,
1000,100536,ลดอาการอักเสบในโพรงจมูก,เช้า-เย็น,พ่นเข้าจมูกข้างละ 1-2 ครั้ง,,เก็บในอุณหภูมิห้อง,
1000,100537,ลดอาการอักเสบในโพรงจมูก,เช้า-เย็น,พ่นเข้าจมูกข้างละ 1-2 ครั้ง,,เก็บในอุณหภูมิห้อง,
1000,100538,บรรเทาอาการคัดจมูก,,พ่นเข้าจมูกข้างละ ........ ครั้ง,,เก็บในอุณหภูมิห้อง,ใช้ตามแพทย์สั่ง ใช้ติดต่อกันไม่เกิน 5-7 วัน 
1000,100539,ลดน้ำมูก แพ้อากาศ,ทุกครั้งที่มีอาการ,พ่นเข้าจมูกข้างละ 2-3 ครั้ง,,เก็บในอุณหภูมิห้อง,
1000,100540,ฆ่าเชื้อในช่องปาก,ทุกครั้งที่มีอาการ,พ่นช่องปากครั้งละ 1-2 ครั้ง,,เก็บในอุณหภูมิห้อง,
1000,100541,เพิ่มความชุ่มชื้นในโพรงจมูก ,เช้า-เย็น,หยอดครั้งละ 2-3 หยด,,,ใช้พร้อมที่ดูดน้ำมูก
1000,100542,เพิ่มความชุ่มชื้นในโพรงจมูก ,เช้า-เย็น,หยอดครั้งละ 2-3 หยด,,,ใช้พร้อมที่ดูดน้ำมูก
1000,100543,เพิ่มความชุ่มชื้นในโพรงจมูก ,ทุกครั้งที่มีอาการ,พ่นเข้าจมูกข้างละ 2-3 ครั้ง,,,
1000,100544,ลดกลิ่นปากและไอจากการคันคอ,ทุกครั้งที่มีอาการ,พ่นช่องปากครั้งละ 1-2 ครั้ง,,,
1000,100545,ยั้บยั้งแบคทีเรีย ลดกลิ่นปากและไอจากการคันคอ,ทุกครั้งที่มีอาการ,พ่นช่องปากครั้งละ 1-2 ครั้ง,,,
1000,100546,บรรเทาอาการไอ ชุ่มคอ ละลายเสมหะ,ทุกครั้งที่มีอาการ,พ่นช่องปากครั้งละ 1-2 ครั้ง,,,
1000,100547,ลดการอักเสบบริเวณช่องปากและลำคอ,ทุกครั้งที่มีอาการ,พ่นช่องปากครั้งละ 1-2 ครั้ง,,,
1000,100548,ยั้บยั้งแบคทีเรีย ลดกลิ่นปาก ชุ่มคอ,ทุกครั้งที่มีอาการ,พ่นช่องปากครั้งละ 1-2 ครั้ง,,,
1000,100549,ยั้บยั้งแบคทีเรีย ลดกลิ่นปากและไอจากการคันคอ,ทุกครั้งที่มีอาการ,พ่นช่องปากครั้งละ 1-2 ครั้ง,,,
1000,100550,ยั้บยั้งแบคทีเรีย ลดกลิ่นปาก ชุ่มคอ,ทุกครั้งที่มีอาการ,พ่นช่องปากครั้งละ 1-2 ครั้ง,,,
1000,100551,ยั้บยั้งแบคทีเรีย ลดกลิ่นปาก ชุ่มคอ,ทุกครั้งที่มีอาการ,พ่นช่องปากครั้งละ 1-2 ครั้ง,,,
1000,100552,ลดอักเสบ,ทุก 6 ชั่วโมง,พ่นช่องปากครั้งละ 1-2 ครั้ง,,,
1000,100553,ช่วยลดกลิ่นปาก ชุ่มคอ,ทุกครั้งที่มีอาการ,พ่นช่องปากครั้งละ 1-2 ครั้ง,,,ใช้ได้คั้งแต่ 1 ขวบขึ้นไป
1000,100554,ลดกลิ่นปากและไอจากการคันคอ,ทุกครั้งที่มีอาการ,พ่นช่องปากครั้งละ 1-2 ครั้ง,,,
1000,100555,ขยายหลอดลม,เช้า-เย็น,รับประทานครั้งละ 1 เม็ด,,,
1000,100556,ขยายหลอดลม,เช้า-เย็น,รับประทานครั้งละ 1 เม็ด,,,
1000,100557,บรรเทาอาการหอบหืด,ทุก 12 ชั่วโมง,รับประทานครั้งละ 1 เม็ด,,,
1000,100558,บรรเทาอาการหอบหืด,เช้า-กลางวัน-เย็น,รับประทานครั้งละ 1 เม็ด,หลังอาหาร,,
1000,100559,บรรเทาอาการหอบหืด,ทุก 12 ชั่วโมง,รับประทานครั้งละ 1 เม็ด,,,
1000,100560,ขยายหลอดลม,เช้า-กลางวัน-เย็น,รับประทานครั้งละ 1-2 เม็ด,,,
1000,100561,ขยายหลอดลม,เช้า-กลางวัน-เย็น,รับประทานครั้งละ 1-2 เม็ด,,,
1000,100562,ขยายหลอดลม,เช้า-กลางวัน-เย็น,รับประทานครั้งละ 1-2 เม็ด,,,
1000,100563,ละลายเสมหะ,,รับประทานครั้งละ 1 เม็ด,,,ละลายน้ำครึ่งแก้ว วันละครั้ง ก่อนอาหารเย็น
1000,100564,ละลายเสมหะ,,รับประทานครั้งละ 1 เม็ด,,,ละลายน้ำครึ่งแก้ว วันละครั้งหลังอาหารเย็น
1000,100565,ละลายเสมหะ,,รับประทานครั้งละ 1 เม็ด,,,ละลายน้ำครึ่งแก้ว วันละครั้ง หลังอาหารเย็น
1000,100566,ฆ่าเชื้อในช่องปาก,,หยอดครั้งละ 1-2 หยด,,,เติมน้ำจนครบ30 ซีซี กลั้วคอ 30 วินาทีแล้วบ้วนทิ้ง
1000,100567,ฆ่าเชื้อในช่องปาก,,หยอดครั้งละ 1-2 หยด,,,เติมน้ำ 1 ซีซี กลั้วคอ 30 วินาทีแล้วบ้วนทิ้ง
1000,100568,รักษาผมร่วง,,รับประทานครั้งละ 1 เม็ด,,,วันละ 1 ครั้ง ก่อนนอน
1000,100569,รักษาต่อมลูกหมาก,วันละ 1 ครั้ง ช่วงเวลาเดียวกัน,รับประทานครั้งละ ............. เม็ด,,,ห้ามปรับขนาดยาเอง โดยไม่มีคำสั่งแพทย์
1000,100570,รักษาผมร่วง,เช้า-เย็น,ทาวันละ 2 ครั้ง,,,
1000,100571,แก้ปวดไมเกรน,,รับประทานครั้งละ 1 เม็ด,,,"ภายใน 30 นาที ไม่ดีขึ้นให้ซ้ำอีก 1 เม็ด 
(ไม่เกิน 6 เม็ดต่อวัน 10 เม็ดต่อสัปดาห์)"
1000,100572,แก้ปวดไมเกรน,,รับประทานครั้งละ 1 เม็ด,,,"ภายใน 30 นาที ไม่ดีขึ้นให้ซ้ำอีก 1 เม็ด 
(ไม่เกิน 6 เม็ดต่อวัน 10 เม็ดต่อสัปดาห์)"
1000,100573,แก้ปวดไมเกรน,,รับประทานครั้งละ 1 เม็ด,,,"ภายใน 30 นาที ไม่ดีขึ้นให้ซ้ำอีก 1 เม็ด 
(ไม่เกิน 6 เม็ดต่อวัน 10 เม็ดต่อสัปดาห์)"
