id,company,code,indicatorlistS,timeS,useS,timeuseS,keepS,remarkS
2305,1000,100131,ช่วยให้นอนหลับ,วันละ 1 ครั้ง ช่วงเวลาเดียวกัน,รับประทานครั้งละ 1 เม็ด,NULL,NULL,ก่อนนอน 30 นาที
2306,1000,100132,ลดน้ำมูก แพ้อากาศ,วันละ 1 ครั้ง ช่วงเวลาเดียวกัน,รับประทานครั้งละ 1 เม็ด,NULL,NULL,เมื่อมีอาการ
2307,1000,100133,ลดน้ำมูก แพ้อากาศ,วันละ 1 ครั้ง ช่วงเวลาเดียวกัน,รับประทานครั้งละ 1 เม็ด,NULL,NULL,เมื่อมีอาการ
2308,1000,100134,ลดน้ำมูก แพ้อากาศ,วันละ 1 ครั้ง ช่วงเวลาเดียวกัน,รับประทานครั้งละ 1 เม็ด,NULL,NULL,เมื่อมีอาการ
2309,1000,100135,บรรเทาอาการหวัด คัดจมูก,เช้า-กลางวัน-เย็น,รับประทานครั้งละ 1 เม็ด,หลังอาหาร,NULL,ยานี้ทำให้ง่วงนอน
2310,1000,100136,บรรเทาอาการหวัด คัดจมูก,เช้า-กลางวัน-เย็น,รับประทานครั้งละ 1 เม็ด,หลังอาหาร,NULL,ยานี้ทำให้ง่วงนอน
2311,1000,100137,บรรเทาอาการหวัด คัดจมูก,เช้า-กลางวัน-เย็น,รับประทานครั้งละ 1 เม็ด,หลังอาหาร,NULL,ยานี้ทำให้ง่วงนอน
2312,1000,100138,บรรเทาอาการหวัด คัดจมูก,เช้า-กลางวัน-เย็น,รับประทานครั้งละ 1 เม็ด,หลังอาหาร,NULL,ยานี้ทำให้ง่วงนอน
2313,1000,100139,บรรเทาอาการหวัด ลดไข้,เช้า-กลางวัน-เย็น-ก่อนนอน,รับประทานครั้งละ 2 เม็ด,NULL,NULL,ยานี้ทำให้ง่วงนอน
2314,1000,100140,รักษาตาติดเชื้อ,เช้า-กลางวัน-เย็น-ก่อนนอน,หยอดวันละ 1-2 หยด,NULL,เก็บในอุณหภูมิห้อง,เปิดใช้แล้วมีอายุ 1 เดือน
2315,1000,100141,รักษาตาติดเชื้อ,เช้า-กลางวัน-เย็น-ก่อนนอน,หยอดครั้งละ 1-2 หยด,NULL,เก็บในอุณหภูมิห้อง,เปิดใช้แล้วมีอายุ 1 เดือน
2316,1000,100142,บรรเทาอาการระคายเคืองตา,เช้า-กลางวัน-เย็น-ก่อนนอน,หยอดครั้งละ 1-2 หยด,NULL,เก็บในอุณหภูมิห้อง,เปิดใช้แล้วมีอายุ 1 เดือน
2317,1000,100143,บรรเทาอาการระคายเคืองตา,เช้า-กลางวัน-เย็น-ก่อนนอน,หยอดครั้งละ 1-2 หยด,NULL,เก็บในอุณหภูมิห้อง,เปิดใช้แล้วมีอายุ 1 เดือน
