id,company,code,ProductName,fixname,group,type,subtype,Category,DrugRegistor,Area,Unit,Barcode,AlarmExp,Remark,Show,Child,CI,CostActual,price,wholesaleprice,online,PriceA,PriceB,Max,Min,ROP,pic
3522,1,100422,Norgisic 20 tab,PARACETAMOL + ORPHENADRINE,NSAIDs,ขย.9,NULL,ยาระบบกล้ามเนื้อ-ข้อต่อ,,,กล่อง,9314057023235,100,NULL,FALSE,FALSE,NULL,,,0,0,0,0,0,0,,/uploads/100422_1.jpg
3523,1,100423,Guttru Dual 10ml,SODIUM ALGINATE+BICARBONARE+CARBONATE,ANTIACIDS,ขย.9,NULL,ยาทางเดินอาหาร,,,ซอง,8851473010056,100,NULL,FALSE,FALSE,NULL,,,0,0,0,0,0,0,,/uploads/100423_1.jpg
3524,1,100424,Gaviscon Dual action 10 ml ซองสีชมพู,SODIUM ALGINATE+BICARBONARE+CARBONATE,ANTIACIDS,ขย.9,NULL,ยาทางเดินอาหาร,,,ซอง,96060063,100,NULL,FALSE,FALSE,NULL,,,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL
3525,1,100425,Amogin-gel  15 ml,ALUMINIUM+MAGNESIUM OH+SIMETHICONE,ANTIACIDS,ขย.9,NULL,ยาทางเดินอาหาร,,,ซอง,8855459006330,100,NULL,FALSE,FALSE,NULL,,,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL
3526,1,100426,Gaviscon suspension 10 ml ซองฟ้า,SODIUM ALGINATE+CARBONATE,ANTIACIDS,ขย.9,NULL,ยาทางเดินอาหาร,,,ซอง,50230112,100,NULL,FALSE,FALSE,NULL,,,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL
3527,1,100427,Ulgastrin 42 tab-greater pharma,GLYCYRRHIZINE SICCUM+ALUMINIUM+BISMUSMUTH+SODIUM SULPHATE,ANTIACIDS,ขย.9,NULL,ยาทางเดินอาหาร,,,กระปุก,8854642001251,100,NULL,FALSE,FALSE,NULL,,,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL
3528,1,100428,Magesto-F 3 layers 100's,CALCIUM CARBONATE,ANTIACIDS,ขย.9,NULL,ยาทางเดินอาหาร,,,กระปุก,8859203000117,100,NULL,FALSE,FALSE,NULL,,,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL
3529,1,100429,Ulcefate suspension 60 ml,SUCRALFATE,ANTIACIDS,ขย.9,NULL,ยาทางเดินอาหาร,,,กระปุก,8852738010910,100,NULL,FALSE,FALSE,NULL,,,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL
3530,1,100430,BELCID SUSPENSION 240 ML สีเขียว,ALUMINIUM+MAGNESIUM OH+SIMETHICONE,ANTIACIDS,ขย.9,NULL,ยาทางเดินอาหาร,,,ขวด,8852662200005,100,NULL,FALSE,FALSE,NULL,,,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL
3531,1,100431,Antacil GEL 240 ML,ALUMINIUM+MAGNESIUM OH+SIMETHICONE,ANTIACIDS,ขย.9,NULL,ยาทางเดินอาหาร,,,ขวด,8851473000019,100,NULL,FALSE,FALSE,NULL,,,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL
