list,company
ขวด,A
กล่อง,A
แผง,A
กระปุก,A
ถุง,A
ซอง,A
แผง/กล่อง,A
เม็ด,A
หลอด,A
ชิ้น,A
แพ็ค,A
ซอง/กล่อง,A
กระป๋อง,A
bottle,A
ตลับ,A
กป,A
กรปุก,A
อัน,A
ก้อน,A
ใบ,A
bag,A
ห่อ,A
ม้วน,A
แผ่น,A
ชุด,A
คู่,A
ขวด,1000
กล่อง,1000
แผง,1000
กระปุก,1000
ถุง,1000
ซอง,1000
แผง/กล่อง,1000
เม็ด,1000
หลอด,1000
ชิ้น,1000
แพ็ค,1000
ซอง/กล่อง,1000
กระป๋อง,1000
bottle,1000
ตลับ,1000
กป,1000
กรปุก,1000
อัน,1000
ก้อน,1000
ใบ,1000
bag,1000
ห่อ,1000
ม้วน,1000
แผ่น,1000
ชุด,1000
คู่,1000
